10.549643284675872,12.299903196349165,5.038
8.835871877100164,10.500242623385777,4.992
7.05363226221721,8.585281660792091,4.956
5.758241853850871,7.289891252425752,5.041
4.484925640933256,5.891985944097164,4.956
4.321682866657291,5.728743169821199,4.995
4.4362089495241985,5.843269252688106,5.087
1.7252241218369355,3.1408883648510355,5.13
4.376484952276546,5.783545255440454,5.194
4.52141922415192,5.928479527315828,5.24
4.419925523426826,5.826985826590734,5.191
4.396175367871925,5.803235671035833,5.246
4.628750572847029,6.068769335334297,5.42
4.572791491716214,5.979851794880122,5.404
-0.5832552209443795,0.7936482653645985,5.24
4.604124289218505,6.0111845923824125,5.313
4.642225984029882,6.0822447465171505,5.374
4.5769564908311455,5.984016793995053,5.365
4.65487259614678,6.094891358634048,5.481
4.628903610961035,6.068922373448303,5.371
4.658232507020733,6.098251269508001,5.517
-2.306770179038988,-0.9298666927300095,5.737
5.178900260493503,6.618919022980771,5.92
5.401141671775725,6.841160434262993,6.1
5.5374223388940615,6.97744110138133,6.237
5.648504252746507,7.0885230152337755,6.347
5.753597840351542,7.285247238926424,6.561
5.625509175878196,7.065527938365464,6.329
5.442341542422718,6.882360304909986,6.167
5.271459167729009,6.711477930216277,5.923
4.9562002093996025,6.396218971886871,5.59
4.8431775898444265,6.283196352331695,5.474
4.675124883699967,6.115143646187235,5.172
4.3899312327094675,5.796991535873375,4.891
4.082165288223251,5.489225591387159,4.629
3.7702228214592073,5.177283124623115,4.278
3.5259353075806215,4.932995610744529,4.119
3.277661276689519,4.7720911039660825,3.851
3.2212610935072017,4.715690920783766,3.872
3.4238376991944217,4.918267526470985,3.899
3.162528021525478,4.656957848802042,3.753
2.6977341915239923,4.192164018800557,3.277
2.351855822115413,3.846285649391977,2.859
1.791881009274423,3.207545252288523,2.45
1.0510830086457221,2.4279864949547,1.971
0.7413693916844933,2.1182728779934714,1.293
0.5606429428319758,1.937546429140954,1.226
0.39458159733494524,1.7714850836439235,1.254
0.6568419794142938,2.033745465723272,1.479
0.5831847869400929,1.9600882732490712,1.324
-0.3359407061954044,1.0409627801135737,0.436
0.31472446588321945,1.6916279521921975,1.294
1.192850570021991,2.608514813036091,1.736
0.6401345034532228,2.017037989762201,1.892
0.7752489686055545,2.1521524549145328,1.861
0.9457900897813795,2.3226935760903578,1.99
1.1065281820033972,2.522192425017497,2.307
1.4128167416598876,2.8284809846739876,2.682
2.4108994313467798,3.9053292586233437,3.549
3.308662195434644,4.8030920227112075,4.339
3.7350433574752357,5.142103660639143,4.815
4.112165622577834,5.5192259257417415,5.008
